100011	10	43466	ENST00000253408.5	1.00000058649999999999	3086.00180993899999996914
100011	10	43466	ENST00000376990.4	0	3086.00180993899999996914
100011	10	43466	ENST00000435360.2	0	3086.00180993899999996914
100011	10	43466	ENST00000586793.1	0	3086.00180993899999996914
100011	10	43466	ENST00000587997.1	0	3086.00180993899999996914
100011	10	43466	ENST00000588037.1	0	3086.00180993899999996914
100011	10	43466	ENST00000588316.1	0	3086.00180993899999996914
100011	10	43466	ENST00000588735.1	0	3086.00180993899999996914
100011	10	43466	ENST00000588957.1	0	3086.00180993899999996914
100011	10	43466	ENST00000592320.1	0	3086.00180993899999996914
